"Materials Table.  Posted Version 12.7, 8-Feb-2012",,,,,,,,,Added cost calculation,,,,
Material ID,Material,Supplier,Category,Table Price,Unit 1,Unit 2,C1,C2,Size1,Size2,Calc Value,Modified,Comments
531,Fitting/H.P./Straight//Brass/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.87,-3.64,0,,-3.64,15-Mar-11,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
532,Fitting/H.P./Straight//Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.53,3.43,0,,3.43,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
533,Fitting/L.P./Cap//Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.66,-2.14,0,,-2.14,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
534,Fitting/L.P./Cap//Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.32,0,0,,0,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
535,Fitting/L.P./Elbow/120 deg./Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.35,34.4,0,,34.4,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
536,Fitting/L.P./Elbow/120 deg./Aluminum/Crimp,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.23,13.11,0,,13.11,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
537,Fitting/L.P./Elbow/150 deg./Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.34,25.34,0,,25.34,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
538,Fitting/L.P./Elbow/150 deg./Aluminum/Crimp,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.52,10.2,0,,10.2,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
539,Fitting/L.P./Elbow/180 deg./Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.77,19.75,0,,19.75,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
540,Fitting/L.P./Elbow/180 deg./Aluminum/Crimp,,Plumbing, [C1]*[Size1]+[C2] ,mm,,4.42,-19.21,0,,-19.21,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
541,Fitting/L.P./Elbow/30 deg./Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.1,4.59,0,,4.59,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
542,Fitting/L.P./Elbow/30 deg./Aluminum/Crimp,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.59,19,0,,19,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
543,Fitting/L.P./Elbow/45 deg./Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.11,-2.68,0,,-2.68,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
544,Fitting/L.P./Elbow/45 deg./Aluminum/Crimp,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.24,3.86,0,,3.86,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
545,Fitting/L.P./Elbow/45 deg./Aluminum/Nickel-Plated,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.6,13.4,0,,13.4,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
546,Fitting/L.P./Elbow/45 deg./Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,4.72,-8.04,0,,-8.04,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
547,Fitting/L.P./Elbow/60 deg./Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.1,4.59,0,,4.59,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
548,Fitting/L.P./Elbow/60 deg./Aluminum/Crimp,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.06,29.53,0,,29.53,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
549,Fitting/L.P./Elbow/90 deg./Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.46,5.85,0,,5.85,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
550,Fitting/L.P./Elbow/90 deg./Aluminum/Crimp,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.37,1.22,0,,1.22,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
551,Fitting/L.P./Elbow/90 deg./Aluminum/Nickel-Plated,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.6,13.6,0,,13.6,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
552,Fitting/L.P./Elbow/90 deg./Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,4.78,-12.53,0,,-12.53,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
553,Fitting/L.P./Male Flare to Pipe//Aluminum/Anodized,,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.032,1.33,0,0, $1.33 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
554,Fitting/L.P./Male Pipe//Aluminum/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.73,6.7,0,,6.7,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
555,Fitting/L.P./Orb/45 deg./Aluminum/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.2,24,0,,24,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
556,Fitting/L.P./Orb/90 deg./Aluminum/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0,65,0,,65,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
557,Fitting/L.P./Straight/Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.32,-6.08,0,,-6.08,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
558,Fitting/L.P./Straight/Aluminum/Crimp,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.64,-3.15,0,,-3.15,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
559,Fitting/L.P./Straight/Aluminum/Nickel-Plated,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.8,-6.45,0,,-6.45,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
560,Fitting/L.P./Straight/Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,6.52,-27.18,0,,-27.18,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
561,Fitting/L.P./Tee/Flare-Flare-Pipe/Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.2,8.9,0,,8.9,26-Apr-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
562,Fitting/L.P./Tube Nut//Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.368,-1.34,0,,-1.34,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
563,Fitting/L.P./Tube Nut//Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.11,1.71,0,,1.71,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
564,Fitting/L.P./Tube Sleeve//Aluminum/Anodized,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.18,0,0,,0,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
565,Fitting/L.P./Tube Sleeve/Brass,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.07,0,0,,0,15-Mar-11,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
566,Fitting/L.P./Tube Sleeve/Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.23,0,0,,0,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
567,"Grease Nipple, 45 Deg.",,Plumbing, $0.50 ,unit,,,,,,,1-May-09,Any size up to 6.35mm
568,"Grease Nipple, 90 Deg.",,Plumbing, $0.50 ,unit,,,,,,,1-May-09,Any size up to 6.35mm
569,"Grease Nipple, Straight",,Plumbing, $0.50 ,unit,,,,,,,1-May-09,Any size up to 6.35mm
570,"Hose, High Pressure, Stainless Steel Braided Outer",,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.47,-2.71,0,,-2.71,12-Jun-11,"[Size1]=Hose Size (mm).  Cost is per meter of hose.  Hydraulic, CO2, etc. up to 20.7 Mpa."
571,"Hose, Low Pressure, Fabric Outer",,Plumbing, [C1]*[Size1]+[C2] ,mm,,3.24,9.72,0,,9.72,12-Jun-11,"[Size1]=Hose Size (mm).  Cost is per meter of hose.  Fuel, oil, coolant, air, etc. up to 7 Mpa.  "
572,"Hose, Low Pressure, Stainless Steel Braided Outer",,Plumbing, [C1]*[Size1]+[C2] ,mm,,2.23,3.52,0,,3.52,12-Jun-11,"[Size1]=Hose Size (mm).  Cost is per meter of hose.  Fuel, oil, coolant, air, etc. up to 7 Mpa.  "
573,"Hose, Low Presure, Fabric Outer, Socketless",,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.99,4.5,0,,4.5,12-Jun-11,"[Size1]=Hose Size (mm).  Cost is per meter of hose.   Fuel, oil, coolant, air, etc. up to 1.7 Mpa."
574,"Hose, Polyurethane",Any,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.07,0,0,,0,12-Jun-11,[Size1]=Outer Diameter (mm).  Price per meter of hose (m).   Same cost with and without fiber reinforcement.  For very low pressure applications such as pneumatic shfiters after regulator.
575,"Hose, Rubber",Any,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.18,0,0,,0,12-Jun-11,"[Size1]=Outer Diameter (mm).  Price per meter of hose (m).   Same cost with and without fiber reinforcement.  For very low pressure applications (cooling system, vacuum, carbereutered fuel systems, etc.)"
576,"Hose, Rubber",,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.18,0,0,,0,12-Jun-11,"[Size1]=Outer Diameter (mm).  Price per meter of hose (m).  Same cost with and without fiber reinforcement.  For very low pressure applications (cooling system, vacuum, carbereutered fuel systems, etc.)"
577,"Hose, Silicone",Any,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.47,0,0,,0,12-Jun-11,"[Size1]=Outer Diameter (mm).  Price per meter of hose (m).   Same cost with and without fiber reinforcement.  For very low pressure applications (cooling system, vacuum, carbereutered fuel systems, etc.)"
578,Locknut/L.P.///Steel/,0.126,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.126,1.57,0,,1.57,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
579,Locknut/L.P./Flare//Aluminum/Anodized,0.385,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.385,0.8,0,,0.8,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
580,Plug/L.P./Flare//Steel/,0.312,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.312,0.905,0,,0.905,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
581,Plug/L.P./O-Ring Boss//Aluminum/Anodized,0.38,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.38,5.418,0,,5.418,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
582,Plug/L.P./Pipe/Allen Head/Aluminum/Anodized,0.36,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.36,1.78,0,,1.78,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
583,"Rotating Union, GAT, Rotodisk",GAT,Plumbing, $473.00 ,unit,,,,,,,29-Mar-09,
584,"Tubing, Steel",,Plumbing, $2.25 ,kg,,,,,,,11-Mar-09,"Cost using area, length and density and include process cost for flaring of tube ends, etc.  Can also cost off steel or stainless steel raw material (same cost)."
585,Aluminum Metal Matrix Composite,Any,Raw Material, $33.00 ,kg,,,,,,,,
586,"Aluminum, Normal",Any,Raw Material, $4.20 ,kg,,,,,,,,"e.g. 2024, 6061, A356, A380"
587,"Aluminum, Premium",Any,Raw Material, $4.20 ,kg,,,,,,,,e.g. 7075
588,Brass,Any,Raw Material, $2.20 ,kg,,,,,,,,
589,Bronze,Any,Raw Material, $2.20 ,kg,,,,,,,,
590,Copper,Any,Raw Material, $2.20 ,kg,,,,,,,,
591,Cork,Any,Raw Material, $0.0050 ,cm^3,,,,,,,18-Apr-10,
592,"Foam, Expanding, Non-Structural",Any,Raw Material, $15.00 ,kg,,,,,,,,Expanding foam such as is used for seats.  Not to be used as core in a composite sandwhich panel.
593,Inconel,Any,Raw Material, $22.00 ,kg,,,,,,,,Please submit an Add Item Request
594,Iron,Any,Raw Material, $1.00 ,kg,,,,,,,,
595,Magnesium,Any,Raw Material, $6.00 ,kg,,,,,,,,
596,Nickel,Any,Raw Material, $2.20 ,kg,,,,,,,,
597,"Plastic, ABS",Any,Raw Material, $3.30 ,kg,,,,,,,,"PVC, Thermoplastic"
598,"Plastic, Acetal",Any,Raw Material, $3.30 ,kg,,,,,,,,"Delrin, Turcite, Acetal Copolymer"
599,"Plastic, Acrylic",Any,Raw Material, $3.30 ,kg,,,,,,,,"Extruded, Cast"
600,"Plastic, Flouropolymers",Any,Raw Material, $3.30 ,kg,,,,,,,,"Teflon® PTFE, PTFE (polytetrafluoroethylene), ETFE (ethylene tetrafluoroethylene), PFA (perfluoroalkoxy fluorocarbon), CTFE (chlorotrifluoroethylene), PVDF (Kynar), ECTFE (Halar), FEP (fluorinated ethylene-propylene), Rulon®"
601,"Plastic, Garolite",Any,Raw Material, $3.30 ,kg,,,,,,,,"Industrial Laminates, Phenolics, Thermosets"
602,"Plastic, Nylon",Any,Raw Material, $3.30 ,kg,,,,,,,,"Nylon 6/6, Nylon 6/12"
603,"Plastic, PEEK",Any,Raw Material, $3.30 ,kg,,,,,,,,
604,"Plastic, Polycarbonate",Any,Raw Material, $3.30 ,kg,,,,,,,,
605,"Plastic, Polyethelene",Any,Raw Material, $3.30 ,kg,,,,,,,,"LDPE (low density polyethylene), UHMW (ultra high molecular weight), HDPE (high density polyethylene), VHMW (very high molecular weight)"
606,"Plastic, Polyoxymethylene (POM)",Any,Raw Material, $3.30 ,kg,,,,,,,,Delrin
607,"Plastic, Polypropolene",Any,Raw Material, $3.30 ,kg,,,,,,,,
608,"Plastic, PVC",Any,Raw Material, $3.30 ,kg,,,,,,,,"Type I, Type II, CPVC, Expanded Rigid PVC"
609,Rubber,Any,Raw Material, $3.30 ,kg,,,,,,,,
610,Silicon Carbide (or any ceramic),Any,Raw Material, AIR ,kg,,,,,,,,Please submit an Add Item Request
611,"Steel, Alloy",Any,Raw Material, $2.25 ,kg,,,,,,,,"e.g. 4130, Chrome Moly, etc."
612,"Steel, Mild",Any,Raw Material, $2.25 ,kg,,,,,,,,"e.g. 1010, 1025 etc."
613,"Steel, Stainless",Any,Raw Material, $2.25 ,kg,,,,,,,2-Mar-09,
614,Titanium,Any,Raw Material, $22.00 ,kg,,,,,,,,e.g. Ti6Al4V
615,"Wood, Hard",Any,Raw Material, $0.004 ,cm^3,,,,,,,,"Oak, Maple, Birch"
616,"Wood, Soft",Any,Raw Material, $0.003 ,cm^3,,,,,,,29-Sep-09,"Balsa, Bass"
617,"Wood, Medium Density Fiberboard",Any,Raw Material, $0.002 ,cm^3,,,,,,,20-Apr-10,MDF
618,"Harness, Driver",Any,Safety, $45.00 ,unit,,,,,,,,"Any harness, any latch style, any number of belts.  Includes harness with built in attachment points but no hardware."
619,"Seal, O-Ring, Elastomer",Any,Seals, $0.05 ,unit,,,,,,,,"Any size, any material"
620,"Seal, Radial Lip Seal",Any,Seals, $1.00 ,unit,,,,,,,,"Any Size, any style"
621,"Sensor, Accelerometer, 1 Axis",Any,Sensors, $4.00 ,unit,,,,,,,,
622,"Sensor, Accelerometer, 3 Axis",Any,Sensors, $8.00 ,unit,,,,,,,,
623,"Sensor, Air Temperature",Any,Sensors, $4.00 ,unit,,,,,,,,OEM quality sensor
624,"Sensor, Angular Position",Any,Sensors, $4.00 ,unit,,,,,,,,e.g. Throttle Position Sensor (TPS)
625,"Sensor, Fluid Pressure",Any,Sensors, $4.00 ,unit,,,,,,,,
626,"Sensor, Fluid Pressure & Temperature",Any,Sensors, $10.00 ,unit,,,,,,,,
627,"Sensor, Hall Effect",Any,Sensors, $4.00 ,unit,,,,,,,,e.g. Wheel Speed Sensor
628,"Sensor, LVDT",Any,Sensors, $12.00 ,unit,,,,,,,,
629,"Sensor, Manifold Absolute Pressure (MAP)",Any,Sensors, $4.00 ,unit,,,,,,,,OEM quality sensor
630,"Sensor, Mass Air Flow (MAF)",Any,Sensors, $25.00 ,unit,,,,,,,,OEM quality sensor
631,"Sensor, Switching Air Fuel Ratio",Any,Sensors, $15.00 ,unit,,,,,,,,Switches output (high/low) when transition from rich to lean detected
632,"Sensor, Temperature",Any,Sensors, $8.00 ,unit,,,,,,,10-May-09,
633,"Sensor, Thermocouple",Any,Sensors, $8.00 ,unit,,,,,,,,
634,"Sensor, Two State Position",Any,Sensors, $4.00 ,unit,,,,,,,,
635,"Sensor, Wide Band Air Fuel Raito",Any,Sensors, $35.00 ,unit,,,,,,,,Output proportional to air fuel ratio
636,Fabric,Any,Sheet Material,$2.50,m^2,,,,,,,1-Mar-09,"Any fabric including dacron for body covering, seats, etc."
637,Glass,Any,Sheet Material, $10.00 ,m^2,,,,,,,,
638,Leather,Any,Sheet Material,$100.00,m^2,,,,,,,1-Mar-09,
639,Suede,Any,Sheet Material,$100.00,m^2,,,,,,,1-Mar-09,
640,Air Pressure Regulator,Any,Shifter,$10.00,unit,,,,,,,23-May-10,
641,CO2 Regulator,Any,Shifter, $50.00 ,unit,,,,,,,22-Feb-09,
642,"CO2 Tank, Composite",Any,Shifter,[C1]*[Size1]+[C2],cc,,0.05,0.85,0,,0.85,2-Feb-09,
643,"CO2 Tank, Metallic",Any,Shifter,[C1]*[Size1]+[C2],cc,,0.044,-5.44,0,,-5.44,2-Feb-09,
644,N2 Regulator,Any,Shifter, $50.00 ,unit,,,,,,,22-Feb-09,
645,"N2 Tank, Composite",Any,Shifter,[C1]*[Size1]+[C2],cc,,0.05,0.85,0,,0.85,2-Feb-09,
646,"N2 Tank, Metallic",Any,Shifter,[C1]*[Size1]+[C2],cc,,0.044,-5.44,0,,-5.44,2-Feb-09,
647,"Pneumatic Cylinder, Double Acting",Any,Shifter, $25.00 ,unit,,,,,,,22-Feb-09,
648,"Pneumatic Cylinder, Single Acting",Any,Shifter, $20.00 ,unit,,,,,,,22-Feb-09,
649,"Pneumatic Valve, Two Position",Any,Shifter, $25.00 ,unit,,,,,,,22-Feb-09,Two position valve (open/closed).
650,"Shift Lever, Bicycle OEM",Any,Shifter, $20.00 ,unit,,,,,,,23-May-10,Any make/model of bicycle (push bike) handle bar lever.  Includes lever only.
651,"Shift Lever, Honda, 0143719",Honda,Shifter, $25.00 ,unit,,,,,,,10-Mar-10,
652,"Shifter, Automatic, Flat Shifter Expert",Flat Shifter,Shifter, $446.00 ,unit,,,,,,,1-Mar-10,
653,"Shifter, Automatic, Flat Shifter Max",Flat Shifter,Shifter, $370.00 ,unit,,,,,,,1-Mar-10,
654,"Shifter, Automatic, Kartech, Me-Shifter F1",Kartech,Shifter, $590.00 ,unit,,,,,,,1-Mar-09,
655,"Shifter, Automatic, Kliktronics",Kliktronics,Shifter, $360.00 ,unit,,,,,,,1-Mar-09,
656,"Shifter, Automatic, Pingel Easy Shift Kit",Pingel,Shifter, $375.00 ,unit,,,,,,,1-Mar-09,
657,"Shifter, Automatic, TransLogic TLS-PS1",TransLogic,Shifter, $400.00 ,units,,,,,,,,"Includes actuator, wiring and 2 buttons."
658,"Spring, Compression (General)",Any,Springs, $1.00 ,unit,,,,,,,,For all uses requiring forces < 100 N.  Not for suspensions.
659,"Spring, Tension (General)",Any,Springs, $1.00 ,unit,,,,,,,,For all uses requiring forces < 100 N.  Not for suspensions.
660,"Spring, Torsion (General)",,Springs, $1.00 ,unit,,,,,,,17-Mar-09,For all uses requiring forces < 100 N.  Not for suspensions.
661,"Suspension Springs, Coil Spring, Steel",Any,Springs, $25.00 ,unit,,,,,,,,Any Steel coil compression spring
662,"Suspension Springs, Coil Spring, Titanium",Any,Springs, $110.00 ,unit,,,,,,,,Titanium Spring
663,Steering Column Universal Joint,Any,Steering, $20.00 ,unit,,,,,,,,
664,Steering Pinion (All Cost as Made),Any,Steering, $-   ,unit,,,,,,,,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
665,Steering Rack (All Cost as Made),Any,Steering, $-   ,unit,,,,,,,,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
666,Steering Rack Housing (All Cost as Made),Any,Steering, $-   ,unit,,,,,,,,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
667,Steering Wheel (All Cost as Made),Any,Steering, $-   ,unit,,,,,,,,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
668,"Steering Wheel, Quick Release (All Cost as Made)",Any,Steering, $-   ,unit,,,,,,,,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
669,A-Arms (All Cost as Made),Any,Suspension, $-   ,unit,,,,,,,26-Mar-10,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
670,Wishbones (All Cost as Made),Any,Suspension, $-   ,unit,,,,,,,26-Mar-10,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
671,"Tire, Avon, A45, 13""-20.0 x 6.2",Avon,Tire, $100.00 ,unit,,,,,,,,
672,"Tire, Avon, A45, 13""-20.0 x 7.2",Avon,Tire, $100.00 ,unit,,,,,,,,
673,"Tire, Avon, A45, 13""-20.0 x 8.2",Avon,Tire, $100.00 ,unit,,,,,,,,
674,"Tire, Bridgestone, 13""-180mm/510mm",Bridgestone,Tire, $100.00 ,unit,,,,,,,,
675,"Tire, Dunlop Motorsport, 13"", 175mm/505mm",Dunlop,Tire, $87.00 ,unit,,,,,,,6-May-09,
676,"Tire, Goodyear, D2692, 13""-20.0 x 7.0",Goodyear,Tire, $100.00 ,unit,,,,,,,22-Feb-09,
677,"Tire, Goodyear, R065, 13""-20.0 x 7.0",Goodyear,Tire, $100.00 ,unit,,,,,,,,
678,"Tire, Goodyear, R075, 13""-20.0 x 7.0",Goodyear,Tire, $100.00 ,unit,,,,,,,,
679,"Tire, Hoosier, LC0, 10""-18.0 x 6.0",Hoosier,Tire, $85.00 ,unit,,,,,,,29-Mar-09,
680,"Tire, Hoosier, LC0, 10""-18.0 x 7.0",Hoosier,Tire, $85.00 ,unit,,,,,,,,
681,"Tire, Hoosier, R25B, 10""-18.0 x 6.0",Hoosier,Tire, $85.00 ,unit,,,,,,,,
682,"Tire, Hoosier, R25B, 10""-18.0 x 7.5",Hoosier,Tire, $85.00 ,unit,,,,,,,,
683,"Tire, Hoosier, R25B, 10""-19.5 x 6.5",Hoosier,Tire, $85.00 ,unit,,,,,,,,
684,"Tire, Hoosier, R25B, 10""-19.5 x 7.5",Hoosier,Tire, $85.00 ,unit,,,,,,,,
685,"Tire, Hoosier, R25B, 13""-20.0 x 7.5",Hoosier,Tire, $85.00 ,unit,,,,,,,,
686,"Tire, Hoosier, R25B, 13""-20.0 x 8.0",Hoosier,Tire, $85.00 ,unit,,,,,,,22-Feb-09,
687,"Tire, Hoosier, R25B, 13""-20.0 x 9.0",Hoosier,Tire, $85.00 ,unit,,,,,,,22-Feb-09,
688,"Tire, Hoosier, R25B, 13""-20.5 x 6.0",Hoosier,Tire, $85.00 ,unit,,,,,,,,
689,"Tire, Hoosier, R25B, 13""-20.5 x 7.0",Hoosier,Tire, $85.00 ,unit,,,,,,,,
690,"Tire, Hoosier, Wet, 10""-19.5 x 6.5",Hoosier,Tire, $80.00 ,unit,,,,,,,,
691,"Tire, Hoosier, Wet, 13""-20.0 x 7.5",Hoosier,Tire, $100.00 ,unit,,,,,,,,
692,"Tire, Hoosier, Wet, 13""-21.0 x 6.5",Hoosier,Tire, $100.00 ,unit,,,,,,,,
693,"Tire, Kumho, ECSTA, 13""-170mm/515mm",Kumoh,Tire, $80.00 ,unit,,,,,,,,
694,"Tire, Michelin, P220, 13""-20.9 x 6.3",Michelin,Tire, $100.00 ,unit,,,,,,,,
695,"Tire, Michelin, S6B, 13""-20.9 x 6.3",Michelin,Tire, $100.00 ,unit,,,,,,,,
696,"Tire, Treaded Production Car Not Listed Above",Any,Tire, $40.00 ,unit,,,,,,,,
697,"Tire, Yokohoma, ADVAN Dry, 13"" 160-55",Yokohoma,Tire, $135.00 ,unit,,,,,,,7-May-11,
698,"Tire, Yokohoma, ADVAN Wet, 13"" 160-55",Yokohoma,Tire, $160.00 ,unit,,,,,,,7-May-11,
699,Valve Stem (and Tire Inflation),Any,Tire, $1.00 ,unit,,,,,,,22-Feb-09,Includes tire inflation
700,"Wheel Center, Any Size, Student Made",Student Built,Wheel, $-   ,unit,,,,,,,27-Dec-11,
701,"Wheel Shells, 10"", 3 Piece, Keizer, Aluminum",Keizer,Wheel, $57.50 ,unit,,,,,,,8-Mar-09,Wheel shells include outer rim but no center
702,"Wheel Shells, 13"" Inner, 4"" Wide, Kodiak, Aluminum",Kodiak,Wheel, $93.00 ,unit,,,,,,,3-Aug-09,Kodiak Part Number I13406
703,"Wheel Shells, 13"" Inner, 4.5"" Wide, Kodiak, Alum.",Kodiak,Wheel, $93.00 ,unit,,,,,,,3-Aug-09,Aluminum.  Kodiak Part Number I134506
704,"Wheel Shells, 13"" Inner, 5"" Wide, Kodiak, Alum.",Kodiak,Wheel, $100.00 ,unit,,,,,,,3-Aug-09,Aluminum.  Kodiak Part Number I113506
705,"Wheel Shells, 13"" Inner, 6"" Wide, Kodiak, Alum.",Kodiak,Wheel, $104.00 ,unit,,,,,,,3-Aug-09,Aluminum.  Kodiak Part Number I13606
